,condition 1,condition 2,condition 3,condition 4,condition 5,condition 6,condition 7,condition 8,condition 9,condition 10,condition 11,condition 12,condition 13,condition 14,condition 15,condition 16,condition 17,n_s,ksV,ksD,k2I,k2M,kn2M,kBM,knBM,k13I,k13IV,k13ID,k3A_c,k3I_c,k3I_n,k13_c,kn13_c,k13_n,kn13_n,k1in,k1out,k3inA,k3outA,k3inI,k3outI,s,Rtg2_ina_c,Rtg2_act_c,Mks,Rtg2Mks_c,Bmh,BmhMks,Rtg13_a_c,Rtg13_i_c,Rtg3_i_c,Rtg3_a_c,Rtg3_a_n,Rtg3_i_n,Rtg1_c,Rtg1_n,Rtg13_a_n,Rtg13_i_n
0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.00340757702492,0.0159649572254533,0.7726277934573557,2399.5679524810794,5.919138492553757,0.1362211042370117,761.581222648738,0.0467400465310943,3032.939491902025,0.257647810074036,8.023851336464089,0.1086175559055938,0.242643900980345,2.0086153503072133,120.0633572581156,1208.0031470792478,584.2786666299843,0.9692586363794256,79.22553342050507,2225.496967466478,305.16170628928296,0.3038361261238153,15.858735119028609,0.0,651.6543766184084,0.0,96.98366854774412,0.0,9829.486948323103,170.51305167688915,0.2724305860250829,43.87182909978901,107.68566902397292,20.792148132765732,151.5134365059237,4.381346135363741,20.53807779547751,0.251266371050499,78.71065968673469,2.276092817729397
1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.2050848338581522,0.6726333806646113,0.3743594578206987,146.57238851603327,2.481085070215002,45.62027939329076,2373.494389481616,1.8961281629979936,550.2749615824891,1513.135903987052,10.53030462683066,0.8705621001167594,0.2614362230200166,749.4214844992041,2353.6967994834963,51.13576770615481,0.0564731910259928,0.924483177385878,2974.000953216117,10.174020918800984,3.851613288354925,0.2900935045779114,3.067262832678683,0.0,651.6543766184084,0.0,1.4221507086699907,0.0,9733.925430484034,266.0745695159633,16.82599060390432,79.3696698820916,138.95024839560628,30.74352764845065,76.04705287474637,19.62336522861865,1.7803850736265547,0.0005534417388065,38.10981022738223,9.833947129121926
2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6189.111260689668,0.0205472630344082,0.8314030950266337,4775.308594522235,0.0697283728603975,0.2981984975717431,4.414443016642718,70.39696682606392,964.0515760845886,0.2281394201343713,6.548513481216903,0.318862446281975,0.0108980885995509,1.5154527099828934,1226.1471459607908,20.045584293684136,157.33812960091478,12.367178036222818,100.95893596738128,0.309376275616798,0.1593859308283548,0.142768181083256,72.60035149845872,0.0,651.6543766184084,0.0,0.4062432721006166,0.0,9732.909523047472,267.09047695253264,1.4274087263484283,17.714161994146533,227.17595080074952,36.19618619564863,65.76199082382354,0.4566118030281911,58.80414604200244,7.203337949792787,60.35225182201541,0.4190498225319596
3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,11.672453857459798,0.9652060600816972,4.947912367971165,1604.1502827169095,0.0425425549342265,0.0589555713427486,2.412620893447476,0.0922930466975466,2484.2634221986104,25.13534590431395,30.703051697232446,0.0124795192787992,1.4869621407220823,233.8066917491108,220.91514234006863,461.0270088897297,0.595848762435901,3.196651589365529,5967.990311992441,1.024908423419303,0.0489903745554177,0.0379574224269743,0.1233084932807189,0.0,651.6543766184084,0.0,1.1199176868144685,0.0,9733.62319746219,266.3768025378189,1.18585893794637,89.02103469947463,88.18340730395539,15.34690789209646,10.24066500849755,150.6359834568893,0.8232670611330496,0.0004409688897597,3.494028469936453,51.39572621951706
4,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,393.5553857559436,0.0158634601846791,0.0799182012663402,3536.5209375467925,0.0516926494809493,12.182141413556865,176.09815455720738,0.038084794689774,18.1446786917539,1089.8749828473494,0.0900912401633519,0.3534254392881347,0.0103035298043543,2143.0041834481085,283.33098428450273,2475.3285585943986,35.22621261877339,0.0970837138540882,1.094658408463809,1.3757753764453473,0.0379224276916941,0.524908227219872,284.2623727778297,0.0,651.6543766184084,0.0,0.3967005729557059,0.0,9732.89998034832,267.10001965167794,2.589857289268375,81.4656892429826,135.01239786822012,4.348591077394196,124.05527725789976,0.2538054015355527,0.079743668009447,0.0070723547793725,61.65185987677328,0.1261338928684958
5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,129.86712190988624,0.0551371930512392,0.0130918343527342,592.3728136221247,0.2740379798854162,0.0173195302255909,0.0426105907725346,68.99817342992216,854.7403842398116,34.033039923639016,10.23917504883094,0.040404378792183,0.2022385262200006,514.2096788679042,955.2020819474648,911.4254912264744,277.95755767879143,1623.9664374947693,2907.5020402389787,2.0029699802708274,0.2897743726066135,0.0372898247212842,1263.1173072307004,0.0,651.6543766184084,0.0,0.067602469934405,0.0,9732.570882245309,267.4291177546989,2.4873862897133185,78.04131454474869,202.00330444315017,12.35534063890616,50.29822987404391,0.0140168356460663,0.6978542098574801,0.3897819503094083,64.28610446205403,0.0179149000431992
6,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1663.39787011874,0.7201041297780808,12.03388776365651,4840.924284158281,0.51963912567935,0.012449744561052,1.112928213785748,0.418792994007846,9944.694233657689,0.4967705963461308,0.4672729776857005,0.0210788735176423,0.0124207921742311,0.0896620948065974,852.3690770563385,734.922562857836,4.128088805587516,0.0474950365352736,964.2940995310512,3021.7498479218525,357.18038535760815,108.89649449085884,4437.961448237718,0.0,651.6543766184084,0.0,2.434009052382209,0.0,9734.937288827752,265.0627111722512,0.0084143464373766,1.383852083364129,182.83485941762987,15.129740709804986,127.99331594100154,4.486669222325144,66.85803665458737,0.0032930048412366,75.03643794271451,2.6303223248594763
7,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,0.7602878540404402,0.4124013953223189,0.0265954579360612,8.632839458312256,0.1755863247637975,0.0968317567485518,7959.43987251791,0.0491334436195148,406.02873234007376,0.0277940406493426,18.4035684153549,0.7720626964159543,0.0131608355305773,287.8988057636324,67.174138237198,13.615470718328242,0.0310579685087781,16.992281301309244,1351.592282480976,16.947714006862643,5.872964019071757,0.0237459637766381,3.4955471001586367,0.0,651.6543766184084,0.0,238.5585124583588,0.0,9971.06179223372,28.9382077662744,3.299947470707816,55.859267260071,74.87453239804843,48.40831463906911,139.38037207355072,1.0334090721091935,0.1119649229829933,0.0014076283630819,86.0100640148763,0.637705059815764
8,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.838326689808935,3.023804797408288,0.1412572359544771,391.1488664806309,0.0161708586996484,0.0115512201389173,96.81958071137744,0.7007973965687551,2059.512954262134,0.0166915680429123,28.450062027665844,0.1481982290127941,0.2951175039925935,41.26706877715248,4405.068043549261,40.47129449069191,1269.9637384180564,161.8562334474132,238.82165578569015,1.0348977732980291,0.0400149908671708,0.2770188947547528,132.7357203753293,0.0,651.6543766184084,0.0,122.94064603863828,0.0,9855.443925814,144.5560741859951,3.2291872339700247,62.21888279849777,234.49664183625347,18.306154384167694,56.52988699238357,0.6150790417432265,27.635286443122027,18.72922018051625,33.7406610915887,0.3671186092082998
9,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.7580151844614798,0.3161852875769099,3.099433455266765,5067.570359738207,0.0330435084934481,0.0383255144926747,107.17748779456274,0.0168607826025889,4.221544463456228,7.309070097644933,0.3384003630762218,0.0109248742325213,0.0112903562541724,0.2233825586866836,0.6905003737524229,485.1520799075752,0.8004606067323117,0.0221467250286432,139.41750054627158,0.694962736644603,0.0840494110361691,0.0499575984871846,24.59809904423264,0.0,651.6543766184084,0.0,59.42407021317362,0.0,9791.927349988546,208.07265001145967,3.894280211297435,80.15834778949427,54.187233311152646,25.63005177055896,186.82581906460928,0.195803508668293,3.2551349440001744,0.0005170795450428,58.55071203634309,0.0613642961330978
